B.249	"I have to show that the following group ""eqx466eqx"" with its operation ""eqx467eqx"", which is defined through ""eqx468eqx""  for every ""eqx469eqx"" is an abelian group. In order to do that one have only to show that the group is commutative."
B.250	"How to show ""eqx470eqx"""
B.251	"I've been trying to solve this for hours, but I just can't seem to do it. And yes, I know I have to show that ""eqx480eqx"" from the starting assumption that ""eqx481eqx"". Any hints would be highly welcome."
B.252	"- Julian Havil, Gamma: Exploring Euler's Constant. It is well-known, especially in 'pop math,' that ""eqx484eqx"" Euler's proof of which is quite nice. I would like to know where else this constant appears non-trivially."
B.253	"How would I show the result below using contour integration? ""eqx496eqx"" where a>b>0 using contour integration. Any help would be greatly appreciated, thanks!"
B.254	"Can I get some hints on how to solve this integral? ""eqx497eqx"""
B.255	"This is the first time I came across the problem of finding integral of ""eqx499eqx"". I have a joint distribution ""eqx500eqx""  where $""eqx501eqx"" $ I attempted to find ""eqx502eqx"" as follows:  \begin{align*} f_X(x) &\propto \int_{-\infty}^\infty e^{13xy - 94x^2 - \frac{1}{2}y^2}{\rm d}y\\ &\propto \int_{-\infty}^\infty e^{-\frac{1}{2}(y - 13x)^2 - \frac{19x^2}{2}}{\rm d}y\\ &\propto \frac{1}{e^{\frac{19x^2}{2}}} \int_{-\infty}^\infty e^{-\frac{u^2}{2}}{\rm d}u \end{align*} where ""eqx504eqx"""
B.256	"I am learning about limits and there is something that I cant quite understand: If we have the function:  ""eqx507eqx""  Let's say that we want to see which value for y (image) the function approaches as x (domain) gets closer to 1. On a nutshell, we have to take this following limit:  ""eqx508eqx"" As soon as we look to this function, we realize that the function is not continuous at x = 1 (By the way, can I say that?)."
B.257	"I was sitting in analysis yesterday and, naturally, we took the limit of some expression. It occurred to me that ""taking the limit"" of some expression abides the rules of a linear transformation ""eqx511eqx"" and (my group theory is virtually non existent) appears also to be a homomorphism: ""eqx512eqx"" etc. Anyway, my real question is, what mathematical construct is the limit?"
B.258	"How to prove ""eqx513eqx"" ? (k is any positive number)"
B.259	"For every finite case, I can find a ""eqx528eqx"" where ""eqx529eqx"", so why is this true? ""eqx530eqx"" From the finite cases it seems like ""eqx531eqx"" grows faster because we can find a ""eqx532eqx"" to match it at any ""eqx533eqx""."
B.260	"The limit I need to calculate is ""eqx534eqx"". Using polar coordinates I get: ""eqx535eqx""."
B.261	"Show that ""eqx540eqx"""
B.262	"The negative part of ""eqx550eqx"", denoted by ""eqx551eqx"" is given by expression $$a^- = \text{if } a\geq 0 \text{ then $0$ else } -a$$ Both ""eqx553eqx"" and ""eqx554eqx""  are non negative and the following relationship hold ""eqx555eqx"" Above is the text from my compiler optimization book and I cannot understand the relationship explained. How can ""eqx556eqx"" be a real number and have positive and negative parts?"
B.263	"It pertains more to the mathematical side of things, and I am specifically interested in the interplay between the concepts on the syntactic and semantic level. As far as I can tell, any rule of inference can be 'captured' by a corresponding material conditional: if we take modus ponens as a well-known example, what is the difference between ""eqx558eqx"" and ""eqx559eqx"" On a functional level, both statements seem to be expressing the same thing. What determines the need to use two separate terms and notations, and what, if anything, separates them?"
B.264	"While performing some arithmetic operations, i am stuck at one point. I want to know is it possible to write (""eqx560eqx"" as (""eqx561eqx""?"
B.265	"How to show that ""eqx562eqx"" in this situation cannot be an integer"
B.266	"The iteration terminates when you arrive at a proper fraction (numerator ""eqx580eqx"" denominator) or an integer. I'll ""define"" this process via sufficiently-complicated example: ""eqx581eqx""  Does this process always terminate? For which ""eqx582eqx"" does this process, with initial iterate ""eqx583eqx"", terminate at ""eqx584eqx""?"
B.267	"I'm wondering if it is the case for Lagrange duality, and I'm having a hard time showing this. Notationally, let the primal problem be: ""eqx585eqx"" ""eqx586eqx"" And the dual be: ""eqx587eqx"" ""eqx588eqx"" Where ""eqx589eqx"" is the Lagrangian. I suspect it isn't true in general that the dual of dual is the primal."
B.268	"If ""eqx590eqx"", find the expected value of ""eqx591eqx"""
B.269	"What is the probability that both the children are boys. So for this we build the sample space ""eqx595eqx"" Let our event E be the case where both children are boys ""eqx596eqx"" Let the conditional be F ""eqx597eqx"" Hence ""eqx598eqx"" But the answer in my book is given as ""eqx599eqx"" and I can't seem to understand why."
B.270	"What is the expected number of heads before that happens? Based on the link given in the comment, I have found it can be solved using the recursion ""eqx600eqx"" which is equivalent to ""eqx601eqx"". Is it correct?"
B.271	"Let ""eqx604eqx"" be a sequence of independent Gaussian random variables with ""eqx605eqx"" for all ""eqx606eqx"". Find the probability of the event ""eqx607eqx"" My first thought is that it should be 1 since Gaussians are always positive for a finite value."
B.272	"""eqx615eqx"" ""eqx616eqx"" ""eqx617eqx"" ""eqx618eqx"" ""eqx619eqx"" ""eqx620eqx"" or ""eqx621eqx"" Or ""eqx622eqx"" or ""eqx623eqx""  A lot of people will go through this line of reasoning (shown below) in order to justify why a and b can't both be negative. Considering that mathematicians define ""eqx624eqx"" or ""eqx625eqx"" ""eqx626eqx"" But this is only a specific instance where this property fails us."
B.273	"For questions like ""What is the 1/2th root of x would the answer be ""eqx629eqx""? My logic is that since ""eqx630eqx"" Which simplifies to ""eqx631eqx"". So as a general rule it could be ""eqx632eqx"""
B.274	"I prooved that the Dirac distribution ""eqx639eqx"" is in the Sobolev space ""eqx640eqx"" for every  ""eqx641eqx"" but I steel  wrestling to proof that the  Heaviside distribution ""eqx642eqx""  $\forall x \in \mathbb{R}, H(x)=\left\{\begin{array}{lll}{0} & {\text { si }} & {x<0} \\ {1} & {\text { si }} & {x \geq 0}\end{array}\right.$ Doesn't belong to any Sobolev space ""eqx644eqx"", could you elaborate on that?"
B.275	"How can I show that  ""eqx645eqx"" I know that can use the fact that, for ""eqx646eqx"",  ""eqx647eqx"" but I'm not sure how to begin."
B.276	"Let ""eqx648eqx"" and ""eqx649eqx"". Show that ""eqx650eqx""."
B.277	"This might be silly, but here it goes. Let ""eqx655eqx"" be positive real numbers that satisfy ""eqx656eqx"". Does there exist a sequence of positive real numbers ""eqx657eqx"" such that ""eqx658eqx""?"
B.278	"Is there a differentiable function such that ""eqx662eqx"" but ""eqx663eqx""?"
B.279	"Question: Suppose ""eqx670eqx"" has the property that ""eqx671eqx"" Show that ""eqx672eqx"". My approach: Let ""eqx673eqx"" be such that ""eqx674eqx"" Note that if we can show that ""eqx675eqx"", then we will be done."
B.280	"and I also see it a lot in my field, we do use derivatives with discontinuous functions. For instance in order to calculate the optimal amount of ripple adders so as to minimise the execution time of the addition process: ""eqx679eqx"" ""eqx680eqx"" ""eqx681eqx"" where ""eqx682eqx"" is the number of bits in the numbers to add, ""eqx683eqx"" is the amount of adders in ripple and ""eqx684eqx"" is the ""delta gate"" (the time that takes to a gate to operate). Clearly you can see that the execution time function is not continuous at all because ""eqx685eqx"" is a natural number and so is ""eqx686eqx""."
B.281	"Alternate methods to prove that ""eqx689eqx"" where ""eqx690eqx"""
B.282	"I have a question about ""eqx704eqx"" = ""eqx705eqx"" I know it can be proven with standard 1 variable analysis (working on Taylor series of ""eqx706eqx"" or something like that) or basic complex analysis. But someone told me it has also great prove using Functional Analysis."
B.283	"Given ""eqx708eqx"" and ""eqx709eqx"" for ""eqx710eqx"", determine whether ""eqx711eqx"" converges or diverges. Since ""eqx712eqx"",  it seems obvious that the sequence is strictly increasing and always positive because we are always adding a positive number to each subsequent element in the sequence."
B.284	"So, then is enough to prove following statement: For any ""eqx727eqx"" rational number ""eqx728eqx"" can be represented in decimal form such that it's digits, if there are infinitely many, are repeating. If this is true, then it is true for any ""eqx729eqx"" (""eqx730eqx"" times)."
B.285	"How to determine the formula of the sum of a series given its ""eqx731eqx""th-term formula like: ""eqx732eqx"" or ""eqx733eqx"""
B.286	"Let ""eqx736eqx"" be decreasing and positive. Then ""eqx737eqx"" converges implies ""eqx738eqx"". I think since ""eqx739eqx"" is positive, the only thing to do is to find an upper bound for the sequence."
B.287	"What is the closed form of ""eqx740eqx"""
B.288	"My question here is that does the series below also converge? ""eqx745eqx"" Loosely speaking, the sign changes every ""eqx746eqx"" terms. I'd be surprised if it doesn't converge."
B.289	"Find ""eqx766eqx"" general solution"
B.290	"Best method for proving that ""eqx772eqx"" is divisible by ""eqx773eqx"""
B.291	"So I have the two following series: ""eqx780eqx"" ""eqx781eqx"" I figured out the ""eqx782eqx""th partial products: ""eqx783eqx"" ""eqx784eqx"" So putting these back into my series they become the following: ""eqx785eqx"" Now this diverges as expected by the limit test test."
B.292	"I have tried using the ratio lemma to tackle this question and also the fact ""eqx794eqx"" and I haven't reached an answer. How should I go about solving this problem?"
B.293	"Summation ""eqx795eqx"" Properties"
B.294	"I am looking for a reference to answer the question in the title. Let me try to clarify a little what I mean: If a single sheaf ""eqx800eqx"" has a resolution ""eqx801eqx"" by not necessarily injective objects, then the usual cohomology of ""eqx802eqx"" is isomorphic to the hypercohomology of ""eqx803eqx"":  ""eqx804eqx"" Now, if one was starting with a complex of sheaves ""eqx805eqx"" and a ""resolution"" thereof, i.e. a complex of complexes ""eqx806eqx"", then one should touch on a concept that could be called hyper-hypercohomology."
B.295	"I need help with understanding how to solve this task, because I'm a bit lost at the moment. Use the powerseries  ""eqx807eqx"" to decide the sum of the series  ""eqx808eqx""    and ""eqx809eqx"" I don't understand how to manipulate the sums to use the power series of the function."
B.296	"We know that ""eqx811eqx"" which can be written out ""eqx812eqx"" but ""eqx813eqx"" isn't well defined."
B.297	"Any idea of where I can start. The statement is that Find all integers n that satisfies ""eqx814eqx"" where ""eqx815eqx"" is the Euler’s Phi function."
B.298	"I am struggling to understand the variable transformation of a Dirac delta function. More specifically, a transformation of the following type, ""eqx816eqx"" Here, ""eqx817eqx"" and ""eqx818eqx"" are constants. The specific relationship between ""eqx819eqx"" and ""eqx820eqx"" is, ""eqx821eqx"" where ""eqx822eqx"" is a non-zero, positive and smoothly varying function of ""eqx823eqx""."
B.299	"Prove ""eqx834eqx"" but without finding ""eqx835eqx"""
B.300	"So I supposed to find out if ""eqx837eqx"" is uniformly continuous on ""eqx838eqx"" So I have been thinking a lot."
B.301	"But I couldn't prove that. Edit: I would like to have a prove that do not use the information that ""eqx6eqx"" Usage of inequalities like Cauchy Schwartz or Holder is fine."
B.302	"How many solutions are there? Now my approach is simply taking the ""eqx17eqx""-th root which gives ""eqx10eqx"" However, it seems that this problem is asking us to show the existance of the ""eqx18eqx""-th root."
B.303	"Theorem- Up to isomorphism, the only noncommutative Lie algebra of dimension 2 is that with basis ""eqx20eqx"" and bracket determined by ""eqx21eqx"". I understand that all vector spaces of dimension 2 over the field ""eqx22eqx"" are isomorphic to each other."
B.304	"Is there an easy proof that a non-orientable real surface ""eqx38eqx"" does not admit a quasi-complex structure? The proof I know is to observe that any quasi-complex structure on a real surface ""eqx39eqx"" necessarily satisfies the integrability condition ""eqx37eqx"" of the Newlander-Nirenberg theorem, because ""eqx40eqx"" is a ""eqx41eqx""-dimensional complex vector bundle, and the bracket ""eqx42eqx"" is alternating, i.e. it vanishes on ""eqx43eqx"". So by the Newlander-Nirenberg theorem, ""eqx44eqx"" admits a complex structure, and complex manifolds have to be orientable."
B.305	"What will be the value of floor function of ""eqx45eqx"""
B.306	"I saw one of the expansions of Euler Mascheroni constant in terms of Meissel Mertens constant as a consequence of Mertens theorem. ""eqx51eqx"" This is that expansion. Now I don't understand why is it difficult to prove the irrationality of Euler Mascheroni constant."
B.307	"My question is: why is this true? In other words, why is it the case that there always exists an integer ""eqx59eqx"" coprime to ""eqx60eqx"" with ""eqx61eqx""?"
B.308	"I am having trouble understanding Riemann's definition of the zeta function, and I will need to give a brief summary here before I can get to my question. In his 1859 paper, Riemann derived the integral representation ""eqx62eqx"" that is valid for ""eqx66eqx"", and then modified the integral in order to define a function that is defined for all complex values of ""eqx67eqx"", except ""eqx68eqx"", where it has a simple pole. The extension is given by ""eqx63eqx"" where ""eqx69eqx"" is a ""Hankel contour"", that is, a path that travels from ""eqx70eqx"" at a small distance ""eqx71eqx"" above the positive ""eqx72eqx""-axis, circles around the origin once in counterclockwise direction with a small radius ""eqx73eqx"", and returns to ""eqx74eqx"" traveling at distance ""eqx75eqx"" below the positive real axis."
B.309	"First of all, consider the equation ""eqx92eqx"" over ""eqx93eqx"", where ""eqx94eqx"" is a prime such that ""eqx95eqx"". The book that I'm currently reading says that this equation has exactly one solution in ""eqx96eqx"" for every ""eqx97eqx"", because ""eqx98eqx"", but the book does not prove this. Unfortunately, this doesn't convince me enough."
B.310	"Finding positive integer solutions to ""eqx99eqx"""
B.311	"Given a function ""eqx101eqx"", what is ""eqx102eqx""?"
B.312	"Proving ""eqx112eqx"" for positive integer ""eqx113eqx"", ""eqx114eqx"", ""eqx115eqx"""
B.313	"Let ""eqx118eqx"", a finite abelian group and ""eqx119eqx"" with ""eqx120eqx"". Prove that ""eqx121eqx""."
B.314	"Suppose that you have an orthonormal basis ""eqx141eqx"" in a Hilbert space such that ""eqx142eqx"". Is this condition enough to prove that the closed span of ""eqx143eqx"" is ""eqx144eqx""?"
B.315	"First i want to show ""eqx155eqx"" is true ""eqx156eqx"" ""eqx157eqx"". H1: ""eqx158eqx"" ""eqx159eqx"" H2: ""eqx160eqx"" C: ""eqx161eqx"" is true ""eqx162eqx"" ""eqx163eqx"". ""eqx164eqx"" means ""eqx165eqx"" for some natural number $a$, then ""eqx167eqx"" for corollary 2.2.9."
B.316	"We have ""eqx192eqx"", ""eqx193eqx"", ""eqx194eqx"", ""eqx195eqx"", ""eqx196eqx"". I'm starting to believe that for ""eqx197eqx"" we have that ""eqx198eqx"" but is there a simple conceptual explanation for that (if true)?"
B.317	"""eqx199eqx"""
B.318	"How do you prove ""eqx206eqx"" for ""eqx207eqx"""
B.319	"We know ""eqx220eqx"" is a partially ordered set ""eqx221eqx"". Suppose ""eqx218eqx"" is a chain in ""eqx222eqx"". We can prove ""eqx223eqx"" is a countable set."
B.320	"So my integral is ""eqx242eqx"" To avoid confusion let me re-write the integral as ""eqx243eqx"" I started off with a trig-substitution that is let ""eqx247eqx"" and ""eqx248eqx"" which means that ""eqx249eqx"" So our integrand becomes ""eqx244eqx"" ""eqx245eqx"" Then using Integration by Parts,""eqx250eqx"" ""eqx251eqx"" and ""eqx252eqx"" ""eqx253eqx"" So our integrand thus becomes, ""eqx254eqx"" from ""eqx255eqx"" to ""eqx256eqx"" ""eqx246eqx"" From here, I don't know how to proceed further."
B.321	"Solve Equation ""eqx257eqx"" where ""eqx258eqx"" using Bézout"
B.322	"Now I want to calculate the sum of the sum of triangular numbers. Let's define ""eqx273eqx"" ""eqx274eqx"" ""eqx275eqx"" And I want an explicit formula for ""eqx278eqx""."
B.323	"I've tried a lot with the Euclidean Algorithm, but I still can't figure it out. Do you know how I can use the Euclidean Algorithm to find the inverse of ""eqx297eqx"" in ""eqx298eqx""? Thanks in advance!"
B.324	"I have been playing with the series which I had been calling the 'Double Basel problem' for the past couple of hours ""eqx299eqx"" After wrestling with this for awhile, I managed to generalize a result demonstrated here. This identity is: ""eqx300eqx"""
B.325	"How to find 100 consecutive composite numbers? After many attempts I arrived at the conclusion that to find ""eqx302eqx"" consecutive composite numbers we can use this ""eqx303eqx"" where ""eqx304eqx"" is divisible by ""eqx305eqx"", ""eqx306eqx"" is divisible by ""eqx307eqx"" and so on... and where ""eqx308eqx"" = ""eqx309eqx"" Thus ""eqx310eqx"" tells that there are ""eqx311eqx"" consecutive numbers. However, there seems to be some gaps or incompetence."
B.326	"There it is written that , ""Since every module is a homomorphic image of a free module, every projective module is a direct summand of free module"".(ie. if ""eqx317eqx"" is a  projective module, there exists a free module F such that, ""eqx318eqx"" for some module ""eqx319eqx"".) But I can't understand how ""Every module is a homomorphic image of a free module"" implies that ""Every projective module is a direct summand of free module""."
B.327	"The determinant of a ""eqx324eqx"" matrix ""eqx325eqx"" is the volume of a parallelopiped with its three sides as the vectors whose tails rest on origin and heads at the coordinates ""eqx326eqx"" and ""eqx327eqx"" ""eqx328eqx"". The determinant of this matrix can be simplified to ""eqx329eqx""."
B.328	"Proving ""eqx357eqx"""
B.329	"Consider ""eqx372eqx"" be a compact subset of a regular space and let ""eqx373eqx"" be an open set such that ""eqx374eqx"". Prove that there is an open set ""eqx375eqx"" such that ""eqx376eqx"". Let ""eqx377eqx"" which implies ""eqx378eqx""."
B.330	"Calculate the ""eqx393eqx""-th order determinant: ""eqx391eqx"" The answer is ""eqx394eqx"". If we add all the other columns to the first column, we get the first multiplicative factor of the answer, and are left with the following determinant: ""eqx392eqx"" How can we calculate this determinant to obtain the answer?"
B.331	"Finding roots of ""eqx395eqx"" by hand"
B.332	"Show that:""eqx402eqx"" My proof: Since ""eqx414eqx"", ""eqx415eqx"" is either composite or prime. If ""eqx416eqx"" is prime(i.e ""eqx417eqx"" where ""eqx418eqx"" is prime), then ""eqx403eqx"" This is because ""eqx419eqx"" is defined as least prime factor of n. If""eqx440eqx""is composite, by the Fundamental Theorem of Arithmetic: ""Any positive integer bigger than 1 can be expressed as a product of primes."" Let ""eqx420eqx"" be the smallest prime of the product ""eqx404eqx"" That is, pick ""eqx421eqx""."
B.333	"In polar coordinates ""eqx452eqx"" becomes ""eqx453eqx"" where ""eqx454eqx"". Prove that ""eqx455eqx"" has a density given by ""eqx447eqx"" And is uniformly distributed iff ""eqx456eqx"". (To this point everything is clear) what i do not understand is how to conclude that ""eqx457eqx"" and ""eqx458eqx""."
B.334	"logarithm proof for ""eqx459eqx"""
B.335	"That however isn't clear to me. To me more intuitive way to show convergence would be to show that ""eqx466eqx"" and use some intuitive matrix norm for which it is clear that all elements of ""eqx470eqx"" converge to zero. Any hints?"
B.336	"I have got the following task: (1) For each ""eqx475eqx"", specify matrices ""eqx476eqx"" for which ""eqx477eqx"" is true. (2) Determine ""eqx474eqx"" thus the matrices ""eqx478eqx"", which commute with all matrices ""eqx479eqx"". Could someone please help me with this or give me an approach?"
B.337	"Solution: We can assume that the curve ""eqx480eqx"" is unit-speed and that the tangent lines all pass through the origin (by applying a translation to ""eqx481eqx""). Then, there is a scalar ""eqx482eqx"" such that ""eqx483eqx"" for all ""eqx484eqx"". Then, ""eqx485eqx""."
B.338	"Find all integer solutions of equation ""eqx489eqx"""
B.339	"(For my purposes at the moment, I only need them to be positive, but there is value in having the most general result possible). EDIT: Updated attempt: We have that ""eqx502eqx"" are relatively prime, so there exist ""eqx503eqx"" such that ""eqx504eqx"" by Bézout's lemma. Multiply through by ""eqx505eqx"" to get ""eqx506eqx""."
B.340	"I have the following problem: Let ""eqx510eqx"". Show that ""eqx511eqx"" is a Cauchy sequence."
B.341	"Given ""eqx517eqx"", where ""eqx518eqx"", we can define an arithmetic sequence ""eqx519eqx"". The sequence is thus ""eqx520eqx"". Do all such sequences contain a prime?"
B.342	"""eqx529eqx"" Or is it the following. Calculate the density of the fourth order statistics ""eqx525eqx"" Then ""eqx526eqx"" So is the answer ""eqx530eqx"" minutes or ""eqx531eqx"" minutes?"
B.343	"""eqx532eqx"" ""eqx533eqx"" = ""eqx534eqx"". Hence, ""eqx535eqx"" I have a doubt here. As the two dice are given identical, why do we have to consider ordered pairs?"
B.344	"The emphasis there is any. So, consider the following counterexample: Let ""eqx545eqx"" and let ""eqx546eqx"". Clearly, this is a collection of subsets of ""eqx547eqx""."
B.345	"but I got stacked in a elementary geometry problem. I am given the equation of two straigh lines in the space ""eqx562eqx"" and ""eqx563eqx"" and asked for some calculations. First I am asked the relative position of them"
B.346	"I have a set ""eqx564eqx"" I was wondering why it does not have the greatest lower bound. Isn't ""eqx565eqx"" a greatest lower bound for this set in rational numbers?"
B.347	"if GCD of ""eqx566eqx"", prove that GCD ""eqx567eqx"" or ""eqx568eqx"" The proof goes like: Let GCD ""eqx569eqx"" and let there exist integers m and n such that ""eqx570eqx""  and ""eqx571eqx"" By adding and subtracting these two equations we get: ""eqx572eqx"" and ""eqx573eqx"" , because ""eqx574eqx"" are coprime then ""eqx575eqx"" GCD ""eqx576eqx"" = GCD ""eqx577eqx"" and so on. My question is, why do we have to add and subtract above equations?"
B.348	"Does a similar condition hold for the following block matrix? ""eqx579eqx"""
B.349	"The equation for Stirling's Approximation is the following: ""eqx583eqx"" Writing as a function for y gives us the following: ""eqx584eqx"" Is there a way to solve this equation for x, effectively finding an inverse to this function?"
B.350	"I want to proove that 2 and 3 divide ""eqx585eqx"" and I'm stuck at the inductive step, here's where I'm at: For all ""eqx586eqx"", let ""eqx587eqx"" be the  proposition: 2 and 3 divide ""eqx588eqx"" Basic step: the first term in ""eqx589eqx"" is ""eqx590eqx"", then: ""eqx591eqx"" et ""eqx592eqx"", thus ""eqx593eqx"" is true. Inductive step: For the inductive hypothesis, we assume that ""eqx594eqx"" is true for an arbitrary nonnegative integer k bigger than 0."
B.351	"Let ""eqx603eqx"" be a sequence of sets in ""eqx604eqx"". Define ""eqx605eqx"" such that  for all but finitely many ""eqx606eqx"" it holds that ""eqx607eqx"" ""eqx608eqx"" Show that ""eqx609eqx"" My attempt ""eqx610eqx"" and so by Fatou's lemma: ""eqx611eqx"" Now all I need to show is that ""eqx612eqx"" a.e Consider ""eqx613eqx"" then eventually ""eqx614eqx"" eventually and so ""eqx615eqx"" and so ""eqx616eqx"" Now consider ""eqx617eqx"" then ""eqx618eqx"" such that ""eqx619eqx"" and so ""eqx620eqx"" and hence ""eqx621eqx"" Ando"
B.352	"find a positive continuous function with a finite area : ""eqx624eqx"" , but the limit of ""eqx625eqx"" as ""eqx626eqx"" goes to infinity doesn't exist. I tried finding such a function but I failed ."
B.353	"I understand that two independent random variables are by definition uncorrelated as their covariance is equivalent to 0: ""eqx627eqx"" ""eqx628eqx"", when x and y are two random independent variables. Therefore, ""eqx629eqx"". However, I am having trouble understanding if two random variables, X and Y, are uncorrelated, it does not necessarily mean they are independent."
B.354	"Prove that if ""eqx630eqx"" and ""eqx631eqx"" then ""eqx632eqx"""
B.355	"""eqx638eqx"""
B.356	"How can I evaluate ""eqx643eqx"" where ""eqx644eqx"" is a natural number?"
B.357	"Take the series ""eqx661eqx"" with 2 numbers given. ""eqx662eqx"" , ""eqx663eqx"" , and ""eqx664eqx"" would all be functions that could fit this series, although they differ after the first two numbers. I believe there are more polynomials that fit this description but I'm not sure how many."
B.358	"Before I read the formula of the area of revolution which is ""eqx668eqx"", where ""eqx669eqx"", I thought of deriving it myself. I tried to apply the same logic used for calculating the volume of revolution (e.g., ""eqx670eqx"")."
B.359	"In a problem, the substitution ""eqx675eqx"" was made. In the end, the answer was in terms of sines, and to convert back, ""eqx677eqx"" was defined as ""eqx676eqx"" This is a typical example of some stuff about integration I'm struggling to understand; (1) Why are the absolute values of square roots never taken?"
B.360	"Fourier transform of function ""eqx679eqx"""
B.361	"Let ""eqx681eqx"" be Riemann-integrable and ""eqx682eqx"". Is this function ""eqx683eqx"" always differentiable?"
B.362	"P.S: x is comparable with y iff ""eqx697eqx""."
B.363	"Non-negative martingale ""eqx698eqx"" a.s. prove that ""eqx699eqx"""
B.364	"For a point ""eqx711eqx"" and a non-empty subset ""eqx712eqx"" of a metric space ""eqx713eqx"", define ""eqx716eqx"" Prove that if ""eqx714eqx"" is another point in ""eqx715eqx"" then ""eqx710eqx"""
B.365	"Basically my question is the proof or refutation of the following statement: Given infinite ordinal ""eqx720eqx"". Does there exist an injection from ""eqx721eqx"" to ""eqx722eqx""."
B.366	"Show that if a normed space ""eqx726eqx"" has a linearly independent subset of ""eqx727eqx"" elements, so does the dual space ""eqx728eqx"" My attempt : ""eqx729eqx"" let the subset be  ""eqx730eqx"" Define ""eqx731eqx"" by ""eqx732eqx"" where ""eqx733eqx"" and ""eqx734eqx"" From ""eqx735eqx"" we have  ""eqx736eqx"" After  that im not able to proceed further"
B.367	"Prove that ""eqx737eqx"""
B.368	"In this answer it is stated that ""eqx750eqx"" Is this statement true as ""eqx753eqx""? What I've done: If ""eqx754eqx"" is fixed, then I think the answer is almost trivial, because we may set ""eqx755eqx"", so ""eqx751eqx"" therefore ""eqx752eqx"" But is there a constant independent of ""eqx756eqx"" that makes this true?"
B.369	"How to calculate integral ""eqx757eqx"" I tried partial integration but did not succeed in finding a recurrent relation? Also, tried Moivre formula for ""eqx758eqx"", where ""eqx759eqx"", but also without success."
B.370	"When we define the Lebesgue integral, we first define it for simple functions ""eqx760eqx"" (where ""eqx761eqx"" are measurable) as ""eqx762eqx"" and then for ""eqx763eqx"" as ""eqx764eqx"" : s simple and ""eqx765eqx"". But I was wondering what could go wrong if instead of taking simple functions in the supremum, we would take step functions, i.e. ""eqx766eqx"" where ""eqx767eqx"" are intervals (any type, like ""eqx768eqx"")."
B.371	"Can I say ""eqx769eqx"""
B.372	"Gauss made great progress in number theory in ""eqx785eqx"" by working in ""eqx786eqx"" (or equivalently ""eqx787eqx""), so much so that we call ""eqx788eqx"" the Gaussian integers now. And it was even known to the old mathematicians that solutions to Pell's equation ""eqx789eqx"" could be better analysed by working in ""eqx790eqx"". But now in modern number theory we study much more the ring of integers ""eqx791eqx""."
B.373	"Any hints or solutions are greatly appreciated. I was thinking of the standard argument, let ""eqx802eqx"" where ""eqx803eqx"" and then through some algebra arrive at a common factor for both $a$ and ""eqx805eqx"" which contradicts the fact that ""eqx806eqx"" and so we can apply this over and over again, but then I don't understand how the next problem says to explain why this method fails."
B.374	"Finding all monic complex polynomials ""eqx807eqx"" such that ""eqx808eqx"""
B.375	"Find all integer solutions to ""eqx813eqx"". I've done the case where n is an even integer but now I'm a little lost."
B.376	"""eqx814eqx"" I am having trouble doing this problem. I have attempted to take the Riemann Sum but cannot get past the square root."
B.377	"What is ""eqx815eqx""?"
B.378	"Does ""eqx835eqx"" not equal ""eqx836eqx""?"
B.379	"""eqx847eqx"" since ""eqx848eqx"" is an ismorphism. Then ""eqx849eqx"" hence ""eqx850eqx"" ii) ""eqx851eqx"" is an isomorphism ""eqx852eqx"". iii) ""eqx853eqx"" is an isomorphism ""eqx854eqx"", one can show that ""eqx855eqx"" is also an isomorphism, ""eqx856eqx""."
B.380	"If ""eqx864eqx"", then ""eqx865eqx"" admits two solutions"
B.381	"""eqx871eqx"" is countable if ""eqx872eqx"" are countable"
B.382	"Set of functions from ""eqx883eqx"" to ""eqx884eqx"" is countable?"
B.383	"For pedagogical purposes, I am looking for an elementary proof (i.e. without resorting to the maximum principle) that ""eqx893eqx"" maps the unit disk into itself when ""eqx894eqx"". The usual argument (at least usual for me) is to look at ""eqx895eqx"" and check that ""eqx896eqx""."
B.384	"I am currently taking MIT6.006 and I came across this problem on the problem set. Despite the fact I have learned Discrete Mathematics before, I have never seen such notation before, and I would like to know what it means and how it works, Thank you: ""eqx898eqx"" (Transcribed from screenshot)"
B.385	"Now I want to ask if we can prove, using just this definition that an element of larger degree won't divide an element of smaller degree. In specific rings such as (i) the integers we can say""eqx899eqx"" ""eqx900eqx"" ii) polynomials where""eqx901eqx""""eqx902eqx"" So in both the above cases the size of product of two elements will always be greater than or equal to the size of individual elements and hence the larger element can never divide the smaller element."
B.386	"Prove that ""eqx911eqx"""
B.387	"Let ""eqx921eqx"", then there exists ""eqx922eqx"", such that ""eqx923eqx"". Now analyzing by cases we have:"
B.388	"and then i switched ""eqx956eqx"" with ""eqx957eqx"" So I have ""eqx958eqx"" but then I'm stuck and don't know how to get any further."
B.389	"I'm trying to find a general formula for the series and x is a constant: ""eqx959eqx"" I have deduced the general formula for the sum. ""eqx960eqx"" Will this sum converge to some value when N is very large? Could someone explain how to deal with it?"
B.390	"By the sequence ""eqx965eqx"", define a new sequence ""eqx966eqx"" such that ""eqx967eqx"". If ""eqx968eqx"", how can I show that ""eqx969eqx""?"
B.391	"Show that for each ""eqx973eqx"" ""eqx972eqx"" where ""eqx974eqx"" is a constant given by ""eqx976eqx"" I've tried to use other inequalities for the proof of this one but I still get stuck for the case of ""eqx975eqx""."
