TopicID	LinearMathAMR
B.76	"multi-sentence problem follow-04 let-01 you string-entity include-91 and string-entity in 𝑎 times 𝑍 \mathbb string-entity in 𝑏 minus times 𝑍 \mathbb S-1 0 ""eqx703eqx"" imperative have-concession-91 attempt-01 i something let-01 you consist-01 string-entity eq S-4 2 3 5 … S-1 SUB 𝑝 𝑘 set prime imperative have-03 we collect-01 include-91 and string-entity conditional-set plus times 𝑍 \mathbb SUB 𝑏 𝑖 SUB 𝑎 𝑖 in 𝑖 times 𝑁 \mathbb string-entity eq times 𝑍 \mathbb union SUB union in 𝑖 times 𝑁 \mathbb plus times 𝑍 \mathbb SUB 𝑏 𝑖 SUB 𝑎 𝑖 such show-01 you truth-value possible-01 extract-01 string-entity satisfy-01 subset 𝐼 times 𝑁 \mathbb always imperative seem-01 forget-01 i thing include-91 algebra elementary lot fortunate-01 -"
B.77	"multi-sentence show-01 consequence-03 law distributive relation-03 string-entity eq 1 times minus 1 minus 1 problem question-01 this ordinal-entity 1 publication-91 person name ""andre"" ""weil"" book ""number"" ""theory"" ""for"" ""beginners"""
B.79	"multi-sentence edit-01 use-01 person publication name ""real"" ""and"" ""complex"" ""analysis"" name ""rudin"" this prove-01 string-entity leq abs divide minus SUP 𝑒 minus times 𝑢 𝑥 𝑖 1 𝑢 abs 𝑥 string-entity real-04 neq 0 𝑢 all near-02 begin-01 chapter 9 cause-01 amr-unknown true-01 this believe-01 i real-04 string-entity 𝑥"
B.80	multi-sentence start-out-05 you element have-quant-91 least just and word-01 other come-01 string-entity L-10 emptyset S-1 1 S-1 2 S-2 1 2 S-1 3 S-2 1 3 S-2 2 3 S-3 1 2 3 S-1 4 … ordinal-entity 1 come-01 string-entity S-1 1 then
B.81	"multi-sentence let-01 set string-entity 𝑀 infinite law name ""proposition"" 1 exist-01 inject-01 string-entity 𝑀 string-entity S-3 1 ⋯ 𝑛 string-entity in 𝑛 times 𝑁 \mathbb any exist-01 string-entity in 𝑥 𝑀 1 since string-entity neq emptyset 𝑀"
B.82	"multi-sentence let-01 area string-entity times 𝑥 𝑓 interval string-entity interval$C-C$$ 0 times 𝜋 2 under curve obligate-01 exist-01 function-01 string-entity cause-01 and become-01 string-entity eq sin 𝑥 𝑡 string-entity eq 0 sin 0 become-01 string-entity times 𝜋 2 string-entity eq 0 sin times 𝜋 2 substitute-01 string-entity eq SUB SUP SUB int 0 0 times d 𝑡 arcsin 𝑡 𝑔 𝐴 contrast-01 equal-01 string-entity 0 string-entity eq 0 𝐴 equal-01 - times 𝑥 𝑔 now use-01 thing substitute-01 name ""t"""
B.83	multi-sentence give-01 he sequence chew-01 we before learn-01 more bind-01 have-in-mind-13 that sequence string-entity L-5 1 plus divide 1 2 1 plus divide 1 3 divide 1 2 1 plus divide 1 4 divide 1 3 divide 1 2 1 … that know-01 i bind-01 sequence exist-01 string-entity cause-01 string-entity leq SUB 𝑎 𝑛 𝑀 string-entity 𝑛 all 𝑀 above
B.84	"multi-sentence say-01 i ideal string-entity eq L-3 times 𝑡 𝑙 & 𝑝 times 𝑡 𝑔 & 𝑥 𝐼 string-entity ideal thing name ""p"" principal times D-lsqb;&rsqb; 𝑥 𝑍 principal - question-01 i ideal string-entity string-entity ideal prime - times D-lsqb;&rsqb; 𝑥 𝑍 eq L-3 times 𝑡 𝑙 & 𝑝 times 𝑡 𝑔 & 𝑥 𝐼 principal amr-unknown"
B.85	multi-sentence try-01 i find-01 possible-01 reach-01 bug this string-entity 𝑁 cause-01 go-01 number step-01 infinity ordinal-entity 1 find-01 i string-entity equal-01 possible-01 reach-01 bug start-01 position string-entity 𝑛 string-entity 𝑁 eq times SUB 𝑝 minus 𝑛 1 divide 1 2 SUB 𝑝 𝑛 have-03 we condition string-entity eq 1 SUB 𝑝 𝑁 boundary also
B.86	multi-sentence problem true-01 string-entity start-01 i solve-01 eq times SUP 2 times &quest; log SUB log 3 𝑛 𝑛 𝑂 SUB SUP SUB sum eq 0 𝑘 𝑛 ⋅ 𝑘 M-2x1 R 𝑛 R 𝑘 amr-unknown and think-01 i have-degree-91 thing bind-01 this upper large too way seem-01 possible-01 find-01 solve-01 -
B.87	multi-sentence true-01 string-entity $##$ in forall 𝑛 times 𝑁 \Bbb geq times SUB SUP SUB sum eq 1 𝑖 𝑛 divide 1 SUB 𝑎 𝑖 SUB SUP SUB sum eq 1 𝑖 𝑛 SUB 𝑎 𝑖 SUP 𝑛 2 string-entity $##$ in forall 𝑖 times 𝑁 \Bbb in SUB 𝑎 𝑖 times SUP 𝑅 plus \Bbb amr-unknown possible-01 prove-01 i hold-01 this and string-entity eq 1 𝑛 string-entity eq 2 𝑛 string-entity eq 3 𝑛 use-01 lemma follow-04
B.88	possible-01 reduce-01 polynomial string-entity plus 1 times SUP 𝑥 2 10 SUP 𝑥 4 polynomial string-entity times D-lsqb;&rsqb; 𝑥 𝑍 \mathbb amr-unknown
B.89	"exist-01 parametrizate-00 equation product-of eq plus SUP 𝐷 2 SUP 𝐶 2 plus SUP 𝐵 2 SUP 𝐴 2 ""eqx"" know-01 complete-02 or number mean-01 positive rational-02 string-entity L-4 𝐴 𝐵 𝐶 𝐷 integer equal-01 amr-unknown"
B.90	multi-sentence have-condition-91 equal-01 string-entity 𝐴 matrix name times 𝑛 𝑛 define-01 equal-01 thing inverse-01 string-entity 𝐴 matrix have-03 property string-entity form-seq eq L-2 times SUB 𝐼 𝑛 \mathbb and times 𝐴 SUP 𝐴 minus 1 eq L-2 times SUB 𝐼 𝑛 \mathbb 1 times SUP 𝐴 minus 1 𝐴 name times 𝑛 𝑛 case-04 contrast-01 cause-01 make-01 thing state-01 false 1 string-entity eq times SUB 𝐼 𝑛 \mathbb times 𝐴 SUP 𝐴 minus 1 or string-entity neq times SUB 𝐼 𝑛 \mathbb times SUP 𝐴 minus 1 𝐴 way other around amr-unknown
B.92	multi-sentence all infer-01 i possible-01 so-far this contrast-01 try-01 i look-01 or string-entity eq minus times 𝑌 𝑋 minus SUP 𝑋 minus 𝑝 1 1 1 times interval$O-O$$ 𝑋 𝑌 𝑃 string-entity eq minus times 𝑌 𝑋 minus SUP 𝑋 minus 𝑝 1 1 𝑋 1 times interval$O-O$$ 𝑋 𝑌 𝑃 string-entity times interval$C-C$$ 𝑋 𝑌 SUB 𝐹 𝑝 \mathbb number string-entity 𝑝 some prime have-trouble-04 determine-01 truth-value field quotient above
B.93	multi-sentence let-01 you matrix string-entity L-2 𝐴 𝐵 size string-entity times 𝑅 \mathbb imperative possible-01 prove-01 i string-entity eq times minus times 𝐼 𝑥 times 𝐴 𝐵 𝑡 𝑒 𝑑 times minus times 𝐼 𝑥 times 𝐵 𝐴 𝑡 𝑒 𝑑 matrix and string-entity 𝐴 string-entity 𝐵 singular amr-unknown
B.94	multi-sentence question-01 exist-01 set cause-01 intersect-01 thing each 2 finite number natural-03 string-entity SUP 2 SUB ℵ 0 amr-unknown need-01 i ignore-01 person have-03 string-entity 𝑃 that thing read-01 family infinite
B.95	multi-sentence problem prove-01 equal-01 string-entity sin 𝑥 leg and string-entity eq 𝑥 times 𝐵 ∠ hypotenuse 1 triangle right-04 see-01 i prove-01 base-02 it fact or satisfy-02 long-03 arc string-entity 𝑥 string-entity L-3 sin times 𝑡 𝑙 & 𝑥 times 𝑡 𝑙 & 𝑥 tan 𝑥 satisfy-02 string-entity L-3 sin times 𝑡 𝑙 & 𝑥 times 𝑡 𝑙 & 𝑥 minus plus 1 sin 𝑥 cos 𝑥 sometimes many cause-01 and equal-01 string-entity sin 𝑥 long-03 segment straight-04 equal-01 string-entity 𝑥 long-03 segment have-03 endpoint same-01 curve-01 clear-06 bind-01 have-degree-91 low-04 more motivate-01 find-01 derivative string-entity sin 𝑥 context before series elementary
B.96	multi-sentence let-01 sum-of converge-01 string-entity sum SUB sum 𝑖 SUB 𝑎 𝑖 string-entity SUB 𝑎 𝑖 diverge-01 string-entity sum SUB sum 𝑖 divide SUB 𝑎 𝑖 plus SUB 𝑎 plus SUB 𝑎 plus ⋯ 2 𝑖 1 𝑖 SUB 𝑎 𝑖 amr-unknown always
B.97	multi-sentence string-entity equal-01 string-entity eq 0 plus times SUB 𝑥 𝑚 divide SUB 𝑎 𝑚 SUB 𝑏 𝑚 … times SUB 𝑥 1 divide SUB 𝑎 1 SUB 𝑏 1 0 cause-01 have-condition-91 give-01 thing combine-01 coefficient natural-03 linear string-entity 𝑛 rate-entity-91 1 number real-04 finite dimension rate-entity-91 1 number real-04 every feel-02 i recommend-01 infinity thing answer-01 feel-02 false that cause-01 prove-01 you amr-unknown give-01 thing combine-01 coefficient rational multiply-01 string-entity 𝑚 string-entity
B.98	"multi-sentence possible-01 write-01 i string-entity string-entity ""eqx1011020eqx"" eq times D-lsqb;&rsqb; 𝑥 SUP 𝑅 𝑛 D-lsqb;&rsqb; SUB 𝑧 𝑦 need-01 i prove-01 dense set string-entity in D-lsqb;&rsqb; 𝑥 SUP 𝑆 1 all neighborhood string-entity D-lsqb;&rsqb; 𝑦 all possible-01 write-01 i string-entity 𝑅 string-entity eq SUP 𝑒 times plus 𝛼 𝑥 𝑖 𝜋 2 times SUP 𝑒 times 𝑥 𝑖 𝜋 2 𝑅 cause-01 possible-01 write-01 string-entity string-entity eq SUP 𝑒 times plus times 𝛼 𝑛 𝑥 𝑖 𝜋 2 times SUP 𝑒 times 𝑥 𝑖 𝜋 2 SUP 𝑅 𝑛 times 𝑥 SUP 𝑅 𝑛 string-entity ""eqx1015eqx"" 1"
B.201	"multi-sentence want-01 i see-01 truth-value have-manner-91 prove-01 assert-03 follow-04 matrix ring divide-02 way use-01 or theory person name ""wedderburn"" technique tensoring - elementary have-condition-91 have-03 matrix ring divide-02 string-entity times 𝑛 𝑛 inverse right-04 have-03 inverse left-20 also contrast-01 have-03 assert-03 prove-01 matrix field elementary consider-02 i prove-01 matrix ring divide-02"
B.202	multi-sentence and some background motivate-01 contrast-01 show-01 field domain and finite-00 field name 𝐷 field name and subset 𝐸 subset 𝐹 𝐷 field name 𝐸 field name 𝐹 integral ring cause-01 show-01 string-entity 𝑅 field string-entity subset 𝐹 𝐸 in-fact string-entity 𝑅 question-01 this and hold-01 result have-degree-91 general-02 more significant seem-01 deserve-01 address-02 depend-01 -
B.203	cause-01 amr-unknown go-02 thing symbolize-01 thing add-02 equal-01 string-entity eq 𝑥 minus minus 𝑥 away
B.204	multi-sentence know-01 i define-01 correlate-01 string-entity 𝑋 string-entity 𝑍 agree-01 morphism 2 field residue property local-02 universal possible-01 define-01 i it product-01 string-entity string-entity $##$ interval$O-O$$ 𝜋 SUP 𝜋 ′ → 𝑋 times SUB times 𝑍 𝑌 𝑌 $##$ 𝛿 → 𝑌 times SUB times 𝑍 𝑌 𝑌 fiber also question-01 i thing prove-01 same-01 set underlie-01 subscheme close-01 agree-01 morphism 2 set point contrast-01 probable clear-06 contain-01 former latter cause-01 amr-unknown all they
B.205	"multi-sentence equal-01 variable name ""n"" variable name ""i"" here contrast-01 remain-01 solve-01 1 equal-01 variable name ""x=n"" want-01 i find-01 truth-value possible-01 exist-01 solve-01 more any"
B.206	confuse-01 i thing limit-01 string-entity SUP plus divide 1 𝑛 1 𝑛
B.207	multi-sentence work-01 i problem this find-01 function follow-04 string-entity similar-to plus times divide 1 SUP 𝑁 4 𝑂 divide 1 times SUP 𝑁 3 6 divide 1 times SUP 𝑁 2 2 divide 1 𝑁 1 times 𝑁 𝑓 string-entity times 𝑁 𝑓 contrast-01 exemplify-01 have-03 we function give-01 side equation above hand right-04 string-entity 𝑁 input have-03 function string-entity mean-01 have-03 and function string-entity 𝑓 function string-entity 𝑔 similar-to sum SUB sum geq 𝑘 0 divide factorial 𝑘 SUP 𝑁 𝑘 times 𝑁 𝑓 have-degree-91 close-10 most thing think-01 possible-01 equal-01 real-04 equation above ordinal-entity 1 -
B.208	"multi-sentence give-01 answer-01 person name ""claude"" ""leibovici"" question-01 publication name ""math"" ""stack"" ""exchange"" this mean-01 answer-01 ordinal-entity 2 asymptote number equal-01 number string-entity eq SUB SUP SUB sum eq 1 𝑖 𝑛 divide 1 SUP 𝑖 𝑘 SUP SUB 𝐻 𝑛 𝑘 generalize-01 harmony contrast-01 possible-01 tell-01 someone and truth-value publish-01 result this thing derive-01 important-01 have-degree-91 more i + fit-06 this excellent-02 psychological"
B.209	evaluate-01 equal-01 string-entity SUB SUP SUB int 0 infinity times SUP 𝑒 minus times d 𝑥 SUP 𝑥 2 ℎ integral definite
B.210	way amr-unknown show-01 equal-01 string-entity leq times minus 1 𝑥 𝑥 divide 1 4 elegant
B.211	string-entity int times root times root times root times root times root times root times d 𝑥 root times … SUP 𝑥 8 2 2 2 2 2 2 2 SUP 𝑥 7 SUP 𝑥 6 SUP 𝑥 5 SUP 𝑥 4 SUP 𝑥 3 SUP 𝑥 2
B.212	multi-sentence and give-01 function string-entity eq SUB SUP SUB sum eq 0 𝑛 infinity times SUP times 𝑥 2 times 𝑛 2 plus 1 times 𝑛 2 times 𝑥 𝑓 i obligate-01 evaluate-01 cause-01 find-01 value-01 string-entity eq SUB SUP SUB sum eq 0 𝑛 infinity divide plus 1 times 𝑛 2 SUP 2 times 𝑛 2 times divide 1 4 𝑓 string-entity times divide 1 4 𝑓 appreciate-02 i help-01 this any cause-01 lose-02 pretty
B.213	calculate-01 you equal-01 SUB SUP SUB sum eq 1 𝑥 infinity divide minus 𝑥 1 SUP 2 𝑥 imperative
B.214	show-01 you equal-01 string-entity eq 1 SUB SUP SUB int minus infinity infinity times SUP 𝑒 minus times d 𝑥 SUP 𝑥 2 𝜋 imperative
B.215	multi-sentence cause-01 possible-01 write-01 set discontinuity function-01 arbitrary-02 union-02 count-01 possible-01 contrast-01 suppose-01 we dense cause-01 exist-01 cause-01 have-03 interval name 𝐼 interval name interval$O-O$$ 𝑝 𝑞 set name eq SUB 𝑛 0 𝑛 nowhere - possible-01 contradict-01 possible-01 discontinuous entire derivative function-01 differ-02 everywhere - possible-01 set cause-01 set close-01 all name SUB 𝐴 𝑛 name eq SUB SUP SUB union eq 1 𝑛 infinity SUB 𝐴 𝑛 𝐴
B.216	compute-01 you thing limit-01 imperative
B.217	multi-sentence question-01 find-01 area maximum triangle inscribed-01 ellipse string-entity eq 1 plus divide SUP 𝑦 2 SUP 𝑏 2 divide SUP 𝑥 2 SUP 𝑎 2 isosceles here solve-01 person teach-01 it consider-01 have-part-91 point mean-01 and string-entity interval$O-O$$ times cos 𝜃 𝑎 times sin 𝜃 𝑏 string-entity interval$O-O$$ times cos 𝜃 𝑎 minus times sin 𝜃 𝑏 arbitrary-02 ellipse 2
B.218	"multi-sentence number name ""wrt"" ""ramsey"" and have-03 i identity follow-04 give-01 string-entity leq times interval$O-O$$ 𝑚 𝑛 𝑅 plus times interval$O-O$$ 𝑚 minus 𝑛 1 𝑅 times interval$O-O$$ minus 𝑚 1 𝑛 𝑅 have-03 and case follow-04 base string-entity eq 𝑚 times interval$O-O$$ 𝑚 2 𝑅 string-entity eq 𝑛 times interval$O-O$$ 2 𝑛 𝑅"
B.219	try-01 i prove-01 identity follow-04 use-01 string-entity argue-01 combinatorial eq SUB SUP SUB sum eq 0 𝑘 𝑟 binomial plus 𝑘 𝑛 𝑘 binomial plus 1 𝑟 𝑛 𝑟
B.220	possible-01 prove-01 i identity eq binomial plus 1 𝑛 𝑥 𝑛 SUB SUP SUB sum eq 0 𝑘 𝑛 binomial plus 𝑘 𝑥 𝑘 amr-unknown
B.221	multi-sentence possible-01 write-01 we string-entity form-01 string-entity mean-01 digit give-01 string-entity leq times 𝑛 𝑓 plus times SUP 𝑛 ′ 𝑓 1 times 𝑘 𝑓 lead-01 expand-01 string-entity 𝑛 binary string-entity SUP 2 𝑘 just plus SUP 𝑛 ′ SUP 2 𝑘 𝑛 positive any example simple-02 write-01 string-entity eq floor log SUB log 2 𝑛 times 𝑛 ℓ give-01 something resemble-01 string-entity leq times 𝑛 𝑔 SUB SUP SUB sum eq 1 𝑘 times 𝑛 ℓ plus 1 times 𝑘 𝑔 thing pessimistic-02 think-01 i grow-01 something resemble-01 string-entity times … 𝑛 SUP ℓ 3 𝑛 SUP ℓ 2 𝑛 ℓ bind-01 upper
B.222	"multi-sentence possible-01 do-02 thing assign-01 this way amr-unknown know-01 i and recommend-01 add-01 string-entity ""a"" section and ""a"" ""b"" ""c"" ""d"" each recommend-01 start-01 we resemble-01 string-entity look-01 string-entity SUP minus SUP 𝑒 𝑥 1 4 SUP plus … divide SUP 𝑥 3 factorial 3 divide SUP 𝑥 2 factorial 2 𝑥 4 as-long-as obligate-01 get-01 section every person new-01 employ-01"
B.223	prove-01 equal-01 string-entity eq SUP 2 𝑛 SUB SUP SUB sum eq 0 𝑖 𝑛 times divide 1 SUP 2 𝑖 binomial plus 𝑖 𝑛 𝑖 composite
B.224	multi-sentence below say-01 define-01 continuity string-entity 𝜀 contrast-01 define-01 point neighborhood string-entity 𝛿 only 1 continue-01 string-entity times 𝑥 𝑓 obvious-01 string-entity eq 1.5 𝑥 - define-01 continuity have-degree-91 small more number string-entity 0.5 positive string-entity equal-01 string-entity times 𝑥 𝑓 𝜀 possible-01 find-01 we number string-entity 𝛿 every positive value string-entity 𝑥 all any
B.225	"multi-sentence approach-02 problem this have-degree-91 good-02 most amr-unknown try-01 i formula sum-01 root and string-entity eq 3 plus SUB 𝛼 3 SUB 𝛼 2 SUB 𝛼 1 string-entity sum-01 and string-entity 1 string-entity 2 eq 3 plus SUB 𝛽 3 SUB 𝛽 2 SUB 𝛽 1 3 person name ""vieta"" contrast-01 be-done-08 we root and only 1 amr-unknown"
B.226	parametrizate-01 curve string-entity eq 𝑦 SUP 𝑥 SUP 𝑥 𝑦
B.227	contrast-01 contrast-01 expert-01 i subject this big - know-01 have-to-do-with-04 string-entity eq minus divide 1 12 plus times … 3 2 1 mathematics real-04 contrast-01 have-to-do-with-04 function zeta all - and watch-01 video mathematics equation perfect-02 actual-02 series string-entity plus times … 3 2 1 et-cetera string-entity divide times plus 1 𝑥 𝑥 2
B.228	"multi-sentence let-01 we equal-01 string-entity eq SUB SUP SUB int 0 plus infinity times plus times d 𝑡 𝑡 𝑥 divide SUP 𝑡 3 3 𝑠 𝑜 𝑐 times 𝑥 𝑓 imperative find-01 equal-01 string-entity eq SUB SUP SUB int minus infinity plus infinity times d 𝑡 plus 𝑦 𝑡 𝑓 plus 𝑥 𝑡 𝑓 times interval$O-O$$ 𝑥 𝑦 𝐹 imperative and try-01 i explore-01 string-entity ""f(x)"" take-01 part get-04 converge-01 difficult cause-01 and be-located-at-91 product integral there know-01 thing do-02 string-entity ""f(x,y"" - investigate-01"
B.229	multi-sentence integral string-entity mean-01 represent-01 string-entity S-1 𝑥 part fraction string-entity 𝑥 SUB SUP SUB int 0 1 times d 𝑥 S-1 minus 1 divide 1 𝑥 S-1 divide 1 minus 1 𝑥 S-1 divide 1 𝑥 contrast-01 try-01 i break-01 it use-01 define-01 piecewise ordinal-entity 1 possible-01 figure-out-05 do-02 cause-01 pattern spot-01 possible-01 consistent-02 -
B.230	"multi-sentence and go-through-20 i define-01 string-entity ""ramsey number"" have-03 question-01 thing define-01 basic question-01 same-01 string-entity fragments r fragments $ SUB 𝑛 1 &comma; SUB 𝑛 2 &comma; . . SUB 𝑛 𝑐 $$ or string-entity fragments r fragments $ SUB 𝑛 2 &comma; SUB 𝑛 1 &comma; . . SUB 𝑛 𝑐 $$ permutation string-entity fragments SUB 𝑛 1 &comma; SUB 𝑛 2 &comma; . . SUB 𝑛 𝑐 other color-01 edge graph complete-02 string-entity times V-3 SUB 𝑛 1 … SUB 𝑛 𝑐 𝑅 order color ""c"" seem-01 imply-01 thing define-01 right-06 i just"
B.231	multi-sentence recommend-01 resemble-01 this case-04 this amr-unknown - equal-01 and string-entity eq 0 limit SUB limit → 𝑥 infinity divide 1 𝑥 string-entity infinity value same-01 context this amr-unknown - miss-02 i amr-unknown here
B.232	multi-sentence confuse-01 i variant include-91 variant define-01 norm induce-01 matrix 2 2 define-01 norm string-entity form-seq eq L-2 max SUB max neq 0 𝐯 divide norm times 𝐯 𝐴 norm 𝐯 times 𝑟 𝑜 𝑓 norm 𝐴 in 𝐴 SUP ℝ times 𝑛 𝑛 cause-01 norm string-entity include-91 norm string-entity SUP ℝ 𝑛 eq divide 𝐯 norm 𝐯 𝐰 try-01 i deduce-01 variant mean-01 string-entity mean-01 string-entity fragments v eq divide fragments ∥ v ∥ v fragments ∥ v ∥ eq w ∥ v ∥ eq max SUB max eq 1 norm 𝐰 norm times 𝐰 𝐴 norm 𝐴 ordinal-entity 2 cause-01 know-01 thing continue-01 here -
B.233	and thing motivate-01 define-01 thing vectors-01 tangent derive-01 thing cause-01 recommend-01 act-02 they string-entity in 𝑓 times 𝑀 SUP 𝐶 infinity
B.234	"multi-sentence let-01 polynomial string-entity 𝑓 say-01 theorem name ""sard's"" ""throne"" measure-01 image string-entity times 𝑍 𝑓 set value critical-02 string-entity eq conditional-set in 𝑎 𝑋 eq 0 times 𝑎 SUP 𝑓 ′ 𝑍 zero amr-unknown want-01 i show-01 measure-01 set string-entity 𝑍 0 domain string-entity 𝑓"
B.235	method solve-01 equation diophantine product-of eq SUP 𝑦 2 plus 𝑐 times 𝑥 𝑏 times SUP 𝑥 2 𝑎
B.236	"multi-sentence say-01 reference-04 and publication name ""wikipedia"" elsewhere equal-01 distribution parametrize-01 string-entity eq V-3 SUB 𝛼 1 … SUB 𝛼 𝐾 𝜶 name ""dirichlet"" string-entity equal-01 string-entity eq divide SUB SUP SUB product eq 1 𝑖 𝐾 times SUB 𝛼 𝑖 Γ times SUB SUP SUB sum eq 1 𝑖 𝐾 SUB 𝛼 𝑖 Γ times 𝜶 B eq times divide 1 times SUB SUP SUB product eq 1 𝑖 𝐾 SUP SUB 𝑥 𝑖 minus SUB 𝛼 𝑖 1 𝜶 B times V-3 SUB 𝑥 1 … SUB 𝑥 𝐾 𝐷 equal-01 string-entity eq times 𝜶 divide 1 B times interval$O-O$$ SUB 𝑥 1 SUB 𝑥 2 𝐷 cause-01 equal-01 string-entity eq 1 times interval$O-O$$ SUB 𝑥 1 SUB 𝑥 2 𝐷 string-entity L-2 SUB 𝑥 1 SUB 𝑥 2 all and string-entity eq 2 𝐾 string-entity and eq 1 eq SUB 𝛼 2 SUB 𝛼 1 string-entity and eq 1 eq times 2 divide times SUP 1 2 Γ Γ times 𝜶 B"
B.237	multi-sentence want-01 i rewrite-01 type imply-01 thing double-01 simple-02 - follow-01 and string-entity → and times 𝑞 not 𝑝 𝑟 string-entity → and times 𝑞 not 𝑝 and 𝑞 𝑟 string-entity fragments fragments $ ↔ p fragments $ q → r $$ → r $$ thing propose-01 obligate-01 we write-01 imply-01 - thing propose-01 or thing resemble-01 string-entity and 𝑟 times 𝑞 not 𝑝 propose-01 ordinal-entity 1 mean-01 something else amr-unknown this
B.238	multi-sentence follow-04 cause-01 know-01 we thing mean-01 string-entity similar-to 𝑎 𝑎 intuitive and equal-01 string-entity similar-to string-entity similar-to 𝑐 𝑏 equal-01 string-entity similar-to work-01 intuition relation string-entity similar-to equate-01 now cause-01 have-condition-91 relation string-entity 𝑅 equate-01 and reflexive symmetric transitive see-01 and imply-01 string-entity similar-to string-entity similar-to 1 imply-01 string-entity similar-to 3 now
B.239	multi-sentence let-01 you relation-03 string-entity 𝑅 transitive symmetric imperative imply-01 property string-entity in interval$O-O$$ 𝑦 𝑥 𝑅 string-entity in interval$O-O$$ 𝑥 𝑦 𝑅 possible-01 conclude-01 we string-entity in interval$O-O$$ 𝑥 𝑥 𝑅 use-01 property and string-entity interval$O-O$$ 𝑥 𝑦 string-entity interval$O-O$$ 𝑦 𝑥
B.240	multi-sentence and get-01 thing result-01 bhaskar get-01 string-entity eq times 𝑐 𝑎 4 – SUP 𝑏 2 Δ get-01 string-entity fragments x eq fragments $ –b plus-or-minus divide root Δ 2 2 $$ a $$ then contrast-01 come-01 constant this amr-unknown
B.241	equal-01 string-entity minus plus times SUP 𝑛 2 6 SUP 𝑛 3 times 𝑛 7 -
B.242	"multi-sentence show-01 you have-degree-91 number name 𝑝 ""eqx"" great more number name 3 ""eqx"" imperative divide-02 number name 24 ""eqx"" string-entity minus SUP 𝑝 2 1 even-02 even-02 have-03 we string-entity eq 𝑘 divide times minus 𝑝 1 plus 1 𝑝 24 cause-01 and string-entity eq ⋅ SUP 2 3 3 24 contain-01 numerator factor even-02 at-least 1 always now since or correct-02 reason-01 i here miss-02 something here amr-unknown"
B.243	have-condition-91 equal-01 eq 1 𝑥 equal-01 fragments SUP 2 times 𝑘 2 minus SUP 𝑥 2 | SUP 2 times 𝑘 2 minus 1
B.244	multi-sentence let-01 relation-03 equal-01 define-01 string-entity ⇔ times 𝑏 𝑅 𝑎 in minus 𝑎 𝑏 ℤ string-entity 𝑅 cardinality mean-01 string-entity divide ℝ 𝑅 quotient string-entity ℝ string-entity 𝑅 string-entity abs divide ℝ 𝑅
B.245	equal-01 that equal-01 string-entity eq sin 𝑧 times times 𝑧 𝑓 𝑓 string-entity in 𝑧 ℤ
B.246	multi-sentence cause-01 string-entity eq divide SUP 180 compose 𝑛 𝜃 cause-01 get-01 we string-entity eq plus csc times 𝜃 3 csc times 𝜃 2 csc 𝜃 then string-entity sure-02 i proceed-01 there amr-unknown quite cause-01 seem-01 work-09 use-01 formula angle triple double - -
B.247	multi-sentence coordinate-01 and point name 𝐴 point name 𝐵 amr-unknown come-01 i mean-01 coordinate-01 point circle string-entity 𝐶 name 𝑃 and string-entity eq times cos 𝜃 5 𝑥 string-entity eq plus times sin 𝜃 5 8 𝑦 far this contrast-01 recommend-01 use-01 this find-01 and point name 𝐴 point name 𝐵 now know-01 thing proceed-01 -
B.248	multi-sentence let-01 you and group order-03 even string-entity 𝐺 abelian group string-entity assign 𝑀 conditional-set in 𝑔 𝐺 eq 𝑒 SUP 𝑔 2 imperative and easy-05 show-01 sugroup include-91 string-entity 𝐺 string-entity 𝑀 obligate-01 power-01 element string-entity 𝑀 string-entity 2
B.249	multi-sentence obligate-01 i show-01 group group string-entity have-03 operate-01 define-01 string-entity rate-entity-91 string-entity in 𝑔 𝐺 every eq 𝑒 times 𝑔 𝑔 follow-04 V-3 𝐺 times 𝑒 abelian obligate-01 one show-01 commutative group only do-02 that
B.250	show-01 string-entity leq SUP times SUB 𝑎 𝑛 … SUB 𝑎 2 SUB 𝑎 1 divide 1 𝑛 divide SUB SUP SUB sum eq 1 𝑖 𝑛 SUB 𝑎 𝑖 𝑛 amr-unknown
B.251	multi-sentence contrast-01 try-01 i solve-01 this multiple temporal-quantity 1 hour seem-01 possible-01 do-02 just - and know-01 i obligate-01 show-01 string-entity instead-of-91 assume-02 string-entity lt SUP plus 1 𝑘 divide 1 plus 1 𝑘 SUP 𝑘 divide 1 𝑘 start-01 and lt SUP plus 1 𝑘 divide 1 plus 1 𝑘 lt SUP plus 2 𝑘 divide 1 plus 2 𝑘 … welcome-01 hint-01 any high-02
B.252	"multi-sentence publication-91 person name ""julian"" ""havil"" publication name ""exploring"" ""euler's"" ""constant"" person name ""gamma"" know-01 equal-01 string-entity and eq divide SUP 𝜋 2 6 eq plus ⋯ divide 1 SUP 3 2 divide 1 SUP 2 2 divide 1 SUP 1 2 times 2 𝜁 prove-01 person name ""euler"" nice-01 quite well mathematics especially pop like-02 i location appear-01 constant this trivial-02 else"
B.253	"multi-sentence show-01 i result integrate-01 contour below string-entity mean-01 string-entity ""a>b>0"" eq times minus 𝑎 𝑏 𝜋 SUB SUP SUB int minus infinity infinity times d 𝑥 divide minus cos times 𝑥 𝑏 cos times 𝑥 𝑎 SUP 𝑥 2 amr-unknown appreciate-02 help-01 any thank-01 you great"
